ingredient_name,skin_type,concerns,label,label_int,confidence,reason,sensitivity_score,breadth_score,category
Chondrus Crispus,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Cholesterol,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Chlorophyll,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Chlorella Vulgaris Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Chamomile Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Plant Extract
Chlorella Protothecoides Oil,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Lipid/Oil
Ceramides,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Ceramide
Chlorella Protothecoides,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Chemical UV Filters,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Normal skin,1,1,UV Filter
Caprooyl Sphingosine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Ceramide
Centella Asiatica,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Carnosine,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Caprooyl Phytosphingosine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Ceramide
Ectoin,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Other
Dunaliella Salina (Green Algae) Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Dioic Acid,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Cucumber Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Dipeptide Diaminobutyroyl Benzylamide Diacetate,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Dipeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Peptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Palmitoyl Heptapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Heptapeptide-14 Pantothenate,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Coffee Seed Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Citric Acid,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Normal skin,0,4,AHA
Cinnamon Bark,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Fomes Ofﬁcinalis (Mushroom) Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Ginkgo Biloba,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Fructooligosaccharides,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Other
Feverfew Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Ferulic Acid,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Vitamin
Ethylhexyl Triazone,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Ferric Hexapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Fernblock,Normal,"['Acne', 'Redness']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,0,Other
Evening Primrose Oil,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Lipid/Oil
Essential Lipids,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Other
Endothelyol,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Ethylhexyl Salicylate,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,2,1,Other
Ethyl Ascorbic Acid,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,1,4,Vitamin C
Green Tea,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Other
Glycosphingolipids,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Ceramide
Glycoproteins,Normal,"['Acne', 'Redness']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,4,Other
Glycolipids,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Other
Golden-Eye Grass Complex,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Glycolic Acid,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (6): category=AHA, sensitivity=2, desc signals=2",2,8,AHA
Glycine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,5,Amino Acid
Glyceryl Glucoside,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Other
Gluconolactone,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,9,Other
EGCG,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Indian Gooseberry,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,1,Other
Hydroxypinacolone Retinoate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (6): category=Retinoid, sensitivity=3, desc signals=0",3,9,Retinoid
Hydrolyzed Pumpkin Seedcake,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,6,Other
Hydrolyzed F-Fucoidan,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Homosalate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Humectants,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,5,Humectant
Hibiscus Fruit Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Horse Chestnut,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Heptapeptide-15 Palmitate,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Guarana Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Histidine,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Amino Acid
Lecithin,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,0,4,Lipid/Oil
L-Carnitine,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Lactobionic Acid,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,9,Other
L-Ascorbic Acid,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (7): category=Vitamin C, sensitivity=3, desc signals=3",3,5,Vitamin C
Laminaria Ochroleuca (Kelp) Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Marine/Algae
Lactococcus Ferment Lysate,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Lactic Acid,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=AHA, sensitivity=2, desc signals=0",2,8,AHA
Lactobacillus Ferment,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Lactobacillus Extract Filtrate,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Jojoba Oil,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Lipid/Oil
Kola Seed Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Jeju Green Tea Water,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Plant Extract
Kojic Acid,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Isoleucine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Jojoba Beads,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Other
Macrocystis Pyrifera (Kelp) Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Magnesium Sulfate,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Mineral
Magnesium Ascorbyl Phosphate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=Vitamin C, sensitivity=1, desc signals=2",1,3,Vitamin C
Lysine,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,6,Amino Acid
Lily Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Luffa Cylindrica Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Linolenic Acid,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Lipid/Oil
Linoleic Acid,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,0,4,Lipid/Oil
Leucine,Normal,"['Acne', 'Redness']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,6,Amino Acid
Licorice Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Plant Extract
Natural Moisturising Factors,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Other
Licochalcone A,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Naringenin Chalcone,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Other
Myristoyl Nonapeptide,Normal,"['Acne', 'Redness']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Peptide
Myristol Pentapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Milk Thistle Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Plant Extract
Myristol Hexapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Mushroom Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Moringa Seed Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Plant Extract
Marshmallow Root,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Mineral UV Filters,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Normal skin,1,1,UV Filter
Meadowfoam Seed Oil,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,0,3,Lipid/Oil
Marine Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Mango Seed Butter,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,0,1,Lipid/Oil
Palmitoyl Oligopeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Mandelic Acid,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=AHA, sensitivity=2, desc signals=-1",2,8,AHA
Palmitoyl Nonapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Palmitoyl Pentapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Palmitoyl Glycine,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Amino Acid
Palmitoyl Heptapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Octocrylene,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,2,1,Other
Palmitoyl Decapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Oligopeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Padina Pavonica Thallus Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Oat Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Plant Extract
Octisalate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Octinoxate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Polyhydroxy Acids,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,9,Other
Porphyridium Cruentum Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Plant Extract
Polyporus Umbellatus (Mushroom) Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Plant Extract
Phytic Acid,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Plankton Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Marine/Algae
Perfluorodecalin,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,4,Other
Phytosphingosine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,4,Ceramide
Phospholipids,Normal,"['Acne', 'Redness']",poor fit,2,3,Moderate irritancy (2) — possible irritation for Normal skin [label adjusted for expert variance],0,4,Lipid/Oil
Palmitoyl  Tripeptide-1,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Pentapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Palmitoyl Tetrapeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Parachlorella Beijerinckii Exopolysaccharides,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Other
Retinyl Retinoate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (7): category=Retinoid, sensitivity=3, desc signals=1",3,9,Retinoid
Palmitoyl Tripeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Neurophroline,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Retinyl Propionate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (6): category=Retinoid, sensitivity=3, desc signals=0",3,7,Retinoid
Retinyl Palmitate,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (5): category=Retinoid, sensitivity=2, desc signals=0",2,1,Retinoid
Retinol,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (6): category=Retinoid, sensitivity=3, desc signals=0",3,9,Retinoid
Resveratrol,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Red Algae,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,3,Marine/Algae
Quercetin,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Pseudoalteromonas Exopolysaccharides,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Proline,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,5,Amino Acid
Potassium Azeloyl Diglycinate,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,1,7,Other
Probiotics,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Prickly Pear Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Snow Mushroom Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Plant Extract
Prebiotics,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Shea Butter,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (5): category=Lipid/Oil, sensitivity=2, desc signals=2",2,4,Lipid/Oil
Sesame Seed Oil,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Lipid/Oil
Silk Protein,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,1,Other
Sh-Oligopeptide,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Serine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Sea Buckthorn Water,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Plant Extract
Saskatoon Berry,Normal,"['Acne', 'Redness']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,0,Other
Salicylic Acid,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (6): category=BHA, sensitivity=4, desc signals=-1",4,8,BHA
Rosemary Leaf Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Safflower Seed Oil,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Normal skin,1,3,Lipid/Oil
Saccharomyces Cerevisiae (Yeast) Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Sacred Lotus Flower Extract,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Plant Extract
Tasmanian Pepperberry Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Tartaric Acid,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Normal skin,1,4,AHA
Rhamnose,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Other
Sweet Almond Oil,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,1,2,Lipid/Oil
Symsitive,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Sugar Cane Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Plant Extract
Superoxide Dismutase,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Sunflower Oil,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,1,3,Lipid/Oil
Spent Grain Wax,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Normal skin,0,2,Lipid/Oil
Sulfur,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Mineral
Squalane,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Lipid/Oil
Urea,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Humectant
Sodium Lactate,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Humectant
Turmeric Root Extract,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Valine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,2,Amino Acid
Trehalose,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Humectant
Tripleurospermum Maritimum Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Plant Extract
Triazine Diethyl Butamidotriazone,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Thiamidol,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Other
Tranexamic Acid,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Tomato Stem Cells,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Teprenone,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Other
Threonine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Zinc Gluconate,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,4,Mineral
Tetrahexyldecyl Ascorbate,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,1,5,Vitamin C
Zinc,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,4,Mineral
Yerba Mate Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,1,Plant Extract
Yeast Amino Acids,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Probiotic/Ferment
Willow Herb Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Willow Bark Extract,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,2,6,Plant Extract
Wild Cherry Extract,Normal,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
White Tea,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Vitamin K1,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,1,Vitamin
Vitamin E,Normal,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Vitamin
Vitamin C,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=Vitamin C, sensitivity=3, desc signals=0",3,5,Vitamin C
Vitamin B5,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Vitamin
Vitamin A,Normal,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (7): category=Retinoid, sensitivity=3, desc signals=1",3,9,Retinoid
Vibrio Alginolyticus Ferment Filtrate,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Probiotic/Ferment
Tea Tree Oil,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Lipid/Oil
Zinc Sulfate,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Mineral
Zinc PCA,Normal,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Mineral
Neoglucosamine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,8,Other
Taurine,Normal,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Amino Acid
Sodium Ascorbyl Phosphate,Normal,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Normal skin,1,5,Vitamin C
Alpha-Glucan Oligosaccharide,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Aloe Vera,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Other
Allantoin,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Algin,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
